,index,company_name,record_date,fei_number,record_type,state,establishment_type_x,publish_date,excerpt,href,pdf_url,pdf_name,firm_name,establishment_type_y,facility_city,auditors,audit_dates,observations,topic_number,topic_probability
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"There is a failure to thoroughly review the failure of a batch or any of its components to meet any of its specifications whether or not the batch has been already distributed.  Specifically,  A. Testosterone 100mg (Lot# 03182020TN  © mplantable hormonal pellets intended to be sterile, failed  sterility testing for Chaetomium globosum (fungus) after (b) (4) _ sterilization from your third-party contract testing laboratory. Your quality unit noted an 81% recovery of Chaetominm globosum over the last 30 months, with an increasing frequency over the last 12 months. In addition, a third-party janitorial company concluded, “the HVAC system including the(b) (4) the air returns, walls, ceilings, and floors of the suite were all contaminated with mold.” Your firm’s quality unit failed to conduct a thorough investigation to address the source of this contamination. For example, but not limited to, your firm’s Vice President of Quality Assurance stated on 09/02/2020, a third-party contractor performed cleanings to eradicate your firm’s fungus/mold concerns. However, Chaetomium globosum was recovered at your facility on 10/07/2020.  According to your firm’s investigation report, provided by your firm’s Vice President of Quality Assurance, various fungus species have been recovered on several occasions between 2018-2020. For example, but not limited to:  Sample Site/Description | 1D(Funguy CdS A2: Air Sample -Pellet Press é Penicillium camemberti     A2: Air Sample -Pellet Press 05292018T Nie { sarten spp, Penicillium chrysogemim, Chaetomium globsum Right Fingertips  2: Air Sample -Pellet Press  7: Air Sample -(b) (4) £ mc i p.; Penicillium spp. 5: Air Sample — Supply Rack : Air Sample — Blister Pack Machine  A4; Air Sample — Pellet Press  A15: Air Sample — Bench  (b) (4) Gowning- 06/13/2018           Right Fi  Left Fingertips O6112019TN CReetomium globosum Right Fingertips  Gowning Qualification                                   met Unidentifiable hyaline fungus, Fusarium ., Penicillium chrysogenum, 4) Scopulariopsis spp; Chaetomium     Penicillium spp.; Fusarium proliferatum  /A Penicillium chrysogenum: Fusarium woliferahum                         | Non-sporulating hyaline fi Rhodotorula mucilaginosa 05232019TN@ Pedobacter quisquiliarum  nLuUS  gertips               06132019T . | Chaetomium globosum     IN/A Cladosporium          cladosporioides‘herbarum §21: Surface Sample — Near Supply Rack [A Acrodontium spp.  | LeftFingertips == ——sisi—i<—sSSSsSd TL TQOLOTN'  Chaetomium globosum OF172019TN  Chaetomium globosum  | Right Fingertips = ——s—~—sSs«*d7222019T NN Chetomium gy  | Right Fingertips = ————S—Ss«*d8082019TN © Che tomium globosum O9052019TN  Chaetomium globosum  | Right Fingertips ——Ss«*(91 2201 9T NO Chazetomium globosum  | LeftFingertips SLO 02019TN Aspergillus sydowii 10102019TN  Chaetomium globosum  A8: Air Sample — Pellet Press area O1082020TN — Aureobasidium pullulans $8: Surface Sample — Pellet Press area 02192020TN  Paecilomyces jormosus        03182020TN a Chaetomtum globosum 043020201TN  Chaetomium globosum  Left Fingertips  06172020TN Chaetomium globosum  Left Fingertips 06182020T Nim © fomturn globostem  Air sample of pellet press 07 142020TN  Chaetomium globosum  Surface sample of table 07/24/2020 | CPaetomrium globosum  Left Fingertips 08072020T Nag —aetomtum globosum  i Face  Left Fingertips 0731 2020TN Chaetomium globosum  Right Hand Fingertips 08082020TN | C#aetomtum globosum a 4 4 r        Left Hand Ox0g2020TN  C#aefomium globosum  Surface sample of the (b) (4) (b) (4) mixer Chaetomium globosum Right Fingertips 10072020 Ng <P 9e forte globosum  During our review of your firm’s investigation report, which references the table listed above, we noted your Quality Unit failed to provide an accurate CFU count when compared to your firm’s Micro ID reports. For example, but not limited to:  Sample Lot Organism Identified by your firm's 3-rd | Your Firm’s Investigation Site/Description | Number/EM party contractor and CFU Count Report Organism and CFU Description Count  Air Sample (A9) | (b) (4) Total 5 CFUs: 2 CEU: Fusarium spp.,  Surface Sample of the Pellet Press 080820201N  CPaefomtum globosum     Environmental | e 3 CFU: Penicillium chrysogenum Penicillium chrysogenum Monitoring © = 2CKFU: Fusarivn proliferakium  Air Sample (A10) Total 5 CFUs: 1 CFU: Chaetomium  Environmental 3 CFU; Fusarium spp. globsum Monitoring 2CFU: Chaetomium globsum  Air Sample (A?) i Total 7 CFUs: 1 CFU: Fusarium spp.,  © = SCFU: Fusarium spp. Penicillium chrysogenum, © 1CFU: Penicillium chrysogenum Chaetomium globsum © = 1CKU: Chaetomium globsum  Personnel 05292018TN Total 9 CFUs: 3 CFU: Unidentifiabie Monitoring © 6 CFU: Penicillium chrysogenum hyaline fungus, Fusarium (Right Fingertips) © = 2CEU: Fusarium proliferatum spp., Penicillium  ©  1CEU: Unidentifiable hyaline fungus | chrysogenum  Air Sample (A7) 05312018TN™™ Total 6 CFUs: 2 CFU: Chaetomium spp.,  & pm © 5 CFU: Chaetomium spp. Penicillium spp. 05312018TN © 1CFU: Penicillium spp.  Air Sample (45) | (b) (4) Total 14 CFU: 2. CFU: Penicillium spp.; Environmental |e 11CFU: Penicillium spp. Fusarium proliferatum Monitoring © 3 CFU: Fusarien proliferatum     Air Sample (A4)_ | (b) (4) Total 7 CFU: 2 CFU: Penicifium Environmental |e 4 CFU: Penicillium chrysogenum. chrysogenum; Fusarium Monitoring © 3 CFU: Fusarium proliferatim proliferatum  Air Sample (A12) | (b) (4) Total 15 CFU: I: Chaetomium spp Environmental | © 15 CFU: Chaetomium spp. Monitoring  Your firm continues to present with persistent fungus mold recoveries in your firm’s production areas — please refer to OBSERVATION 1.B.  Air Sample (Al) | (b) (4) Total 8 CFU: 2 CFU: Penicillium spp.; Environmental |e 6 CFU: Penicillaan spp. Fusarium proliferatum Monitoring © 2CFU: Fusarium proliferatum        B. Your firm’s environmental and personnel monitoring data show a trend for mold and fungus recoveries in your firm’s production areas. However, your firm has not conducted a thorough investigation, addressed the source of the contamination, or demonsirated the contamination is in a state of control. Your firm continues to produce implantable hormonal pellets.  For example, but not limited to in 2020:     (b) (4) Fungus/Mold Microorganisms Identified  [Recto aes | a  Bipolaris cynodontis  | pean Cladosporium cladosporioides 7 |  C. Your firm’s quality unit failed to conduct a thorough review of your firm’s (b) (4) | gowning results and associated released batch records: *** THIS TS A REPEAT OBSERVATION FROM FDA 483 issued in 2018 (Observation 1)***  IL  10/10/2019 -(b) (4) _Routine Personnel Monitoring: Cladosporium cladosporioides (mold) and  ius spp. were recovered on your firm's Pellet Assistant/Technician (left forearm), initials:  during (b) (4) routine personnel monitoring for gowning on 10/10/2019. According to  your firm’s written procedure for personnel monitoring, routine personnel monitoring is conducted prior to exiting the cleanroom after compounding activities. Personnel monitoring samples were taken after your technician placed each pellet (b) (4) during packaging of Testosterone oume, Lot#10102019TN?4 review of your firm’s batch record for Lot# = 10102019TN documents “n/a” for associated deviations related to Lot# 10102019TN by your firm’s Quality Assurance Supervisor.     According to your firm’s written procedures, “growth of fungus or mold automatically upgrades a sample to action level, (b) (4) ” and “Lots associated with mold recovery will automatically result in a discard of the lot, after an investigation is completed to identify the root cause.” This batch record was reviewed and approved by your firm’s pharmacist and Senior Quality Assurance Manager and released for distribution.  10/10/2019 - Batch Routine Personnel Monitoring: Chaetomium Globosum (fungus) & Aspergillus Sydowii. (fungus) was recovered on your firm's Pellet Assistant/Technician (gloved fingertips), initials: during batch routine personnel monitoring on 10/10/2019 during the production of Lot# 10102019TN” “which was produced prior to Lot# 10102019TN™ Your Quality Unit rejected Lot# 1010201 9TN? However, your Quality Unit released Lot# 10102019TN?'®  01/20/2020 — Complaint received for Testosterone 50mg, Lot#10102019TN” ’ complaint was received from the prescribing physician stating the Testosterone 50mg pellets received were “extremely yellow, hard and ‘crusty’”. Your firm’s Quality Unit did not initiate an investigation     (deviation) or conduct any testing on your firm’s retain samples (¢.g., sterility, hardness testing, dissolution). Please refer to OBSERVATION 5.  According to the distribution log, provided by your firm’s Director of Operations, your firm released the following to the public:  Sum of  Qty Lot Number & Drug Product Dispensed  Lot # 10102019T  **(OS) Testosterone 50 mg Pellet  **Testosterone (TN) 50 mg Pellet  Grand Total  09/06/2019 -(b) (4)__Routine Personnel Monitoring: Curvylerig pseudobrachyspora (fungus) was recovered on your firm's production employee, initials: during (b) (4) routine personnel monitoring for gowning on 09/06/2019 after the production of Testosterone 12.5 mg Pellet (Lot# 09062019TN? “ind Testosterone (TN) 50 mg Pellet (Lot# 09062019TN This report was received, reviewed, and signed by your Quality Unit on 10/08/2019.     In addition, batch record reviews for Testosterone 12.5 mg Pellet (Lot# 09062019TN? and  Testosterone (TN) 50 mg Pellet (Lot# 0906201 OTN” Were reviewed and released for distribution by your Quality Unit.  Furthermore, according to your. firm's batch records for these lots, batch fingertip sampling was not performed on technician ™® who performed weighing and mixing of Testosterone for each  lot. Your firm’s written procedure requires fingertip sampling to be performed on each person involved in the compounding process.  According to the distribution log, provided by your firm’s Director of Operations, your firm released the following to the public:  Sum of Qty Lot Number & Drug Product Dispensed  09062019TN  **(OS) Testosterone 12.5 mg Pellet  **Testosterone (TN) 12.5 mg Pellet  09062019TNO)  **(OS) Testosterone 50 mg Pellet **Testosterone (TN) 50 mg Pellet Grand Total     ",9,0.9988454580307007
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"Buildings used in the manufacture, processing, packing, or holding of a drug product do not have the suitable construction to facilitate cleaning, maintenance, and proper operations.  ***THIS IS A REPEAT OBSERVATION FROM FDA 483 issued in 2018 (Observation 7)***  Specifically, your firm has structural and equipment deficiencies in the classified areas which do not ensure clean air flow, including, but are not limited to:  A. In your firm’s ISO 7-1 package room and ISO 7-2 pellet room where implantable hormonal pellets intended to be sterile are produced, we observed the following:  a. b.  Gaps around the perimeter of your firm’s ceiling HEPA filter screens and Excess caulking located on the ceiling that is not smooth and not easily cleanable.  B. In your firm’s ISO 7-1 package room, the light fixtures are not smooth and are not easily cleanable.  C. Your firm’s(b) (4) Preventative Maintenance Report, dated 11/18/2020, performed by a third- party contractor, documents your facility has (b) (4) . that have excessive rust damage. Your firm’s Vice President of Quality Assurance provided a schematic of your facility’s HV AC system and stated the (b) (4) referred to in this report are located above your firm’s Pellet Suite.  Please refer to ",18,0.9894161820411682
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,for additional Quality Unit concerns.  ,2,0.8095136284828186
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"Equipment and utensils are not maintained at appropriate intervals to prevent contamination that would alter the safety, identity, strength, quality or purity of the drug product.  Specifically, on 12/01/2020, we observed obvious surface abrasions located on the faceplate of your firm's pellet press, EQOOL, that come in direct contact with drug components during processing for implantable hormonal pellets intended to be sterile. Your firm’s Vice President of Quality Assurance explained production operators would note equipment damages on your firm’s batch record. However, your firm’s written procedures for batch records do not address the documentation of equipment concerns. In addition, your firm’s batch records do not have an allocated space for equipment concerns. Furthermore, your firm’s written procedures for the preventative maintenance of the pellet press do not address the visual inspection of the pellet press for damages prior to  production.  Your firm produced and released at least ® lots (approximately (b) (4) implantable sterile hormonal pellets) on EQ001 that are within expiry.  Please refer to ",2,0.9885241985321045
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,for additional Quality Unit concerns.  ,2,0.8095136284828186
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"The quality control unit lacks responsibility to approve and reject all procedures or specifications impacting on the identity, strength, quality and purity of drug products.  *** THIS IS A REPEAT OBSERVATION FROM FDA 483 issued in 2018 (Observation 2)***  Specifically, during an interview with your firm’s Quality Assurance Supervisor, who is onsite daily, is responsible for, but not limited to: review and release of your firm’s batch records; routine monitoring reviews; and oversees your firm’s environmental monitoring program, stated they do not make quality decisions due to lack of experience or authority. For example, but not limited to:  A. On 12/07/2020, your firm’s Quality Assurance Supervisor stated they acknowledged the gaps in your firm's ISO 7-2 Packaging Room and ISO 7-1 Pellet Room ceilings and stated these gaps may cause disruption in the quality of air. However, the Quality Assurance Supervisor does not review your firm’s cleanroom certification reports and explained this review was conducted by the Quality Unit located in Ocala, Florida. Your firm’s Director of Operations stated the Vice President of Quality Assurance, located in Ocala, Florida, visits their facility approximately (b) (4) and the Senior Quality Assurance Manager, also located in Ocala, Florida visits approximately (b) (4) -  B. On 12/01/2020, we observed obvious surface abrasions located on the faceplate of your firm's pellet press, EQOO01, that comes in direct contact with drug components during processing for implantable hormonal pellets that are intended to be sterile. On 12/01/2020 and 12/07/2020, your firm’s Quality Assurance Supervisor, who routinely reviews and authorizes the release of batch records, stated your firm did not have any assurances currently in place that would ensure the implantable hormonal pellets produced on EQ001 and released to the public were not free of metal inclusions (e.g., no metal detection devices). However, your firm’s Quality Assurance Supervisor, stated they lack the authority to initiate an investigation (deviation) and defers to the Quality Unit located in Ocala, Florida for such determinations. On 12/10/2020, your firm’s Director of Operations provided a dispensing, report documenting at least 0  lots (approximately (b) (4) implantable hormonal pellets) within expiry were distributed to the public. As of 12/10/2020, your firm's Vice President of Quality Assurance (located in Ocala, Florida) stated they were “still determining whether or not this constitutes a deviation due to a surface abrasion”. Please refer to ",18,0.10099183022975922
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,for additional details.  ,20,0.015873713418841362
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"Complaint records are deficient in that they do not include the findings of the investigation and follow-  up.  Specifically,  A. Your firm received a complaint involving hospitalization and sepsis after a patient received Estradiol 6mg (Lot #05282019TN® Testosterone 37.5mg (Lot #04012019TN “and Testosterone 100mg (Lot #04222019TN? YF our quality unit failed to conduct an investigation for this complaint. In addition, your 2019 Micro ID log report, provided by your firm’s Vice President of Quality Assurance, documents your pellet production employees recovered Staphylococcus epidermis and Paenibacillus provencensis during fingertip samplings on 04/22/2019 and 05/28/2019, respectively.  In addition, samples for personnel monitoring and environmental monitoring were taken at your facility on 04/22/2019 and 05/28/2019. The following microbiological organisms were identified:     4/22/2019 Staphylococcus epidermidis | 1  §/28/2019 Micrococcus luteus  5/28/2019 Staphylococcus epidermidis | 4  5/28/2019 Staphylococcus hominis  (28/2019 Paentbacillus provencensis  5/28/2019 Paenthacillus lautus §/28/2019 Coryneform bacillus  5/28/2019 Paenihacillus glucanolvticus  $/28/2019 Bacillus horneckiae  Please refer to ",9,0.4420730173587799
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"for additional concerns.  B. Your firm’s product complaint spreadsheets provided by your Vice President of Quality Assurance, documents at least 23% of the complaints received in 2019 and 45% of the complaints received in 2020 are related to the (b) (4) __, hardness, and/or broken pellets. Your firm has not conducted all specific testing appropriate for this dosage form.  Your firm continues to receive complaints related to hardness. However, your Vice President of Quality Assurance did not provide any supporting evidence that hardness testing was conducted for complaints received after 03/05/2019.  In addition, your firm’s Vice President of Quality Assurance stated dissolution testing has not been performed as part of a complaint follow-up ensuring, for example, but not limited to:  1. The pellet does not dissolve immediately (dose dumping);  2. The pellet remains integral:  3. Aminimum amount of API is released by the pellet over a specified unit of time; and 4. The pellet releases API at a rate that is reproducible.  Please note failures addressed in OBSERVATION 1.C.  ",18,0.4268225133419037
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"Individuals responsible for supervising the manufacture, processing, packing and holding of a drug product lack the training to perform their assigned functions in such a manner as to assure the drug product has the safety, identity, strength, quality and purity that it purports or is represented to possess.  Specifically, your SOP 9.300: Training Program, states GMP training shall be conducted for each employee (b) (4) based on date of previous GMP training. However, there are no assurances the following employees have completed your firm’s (b) (4) and refresher CGMP training requirements.  Daily Duties and Responsibilities include but not Hire limited to:  Vice President of |04/2016 | Ensures compliance with US FDCA, Section(s) 503A & Quality Assurance 503B and all its related elements such as facilities,  documentation, training, reports, and records (e.g. final review of all procedures, oversees all quality assurance, quality control, and regulatory duties).  Please refer to OBSERVATIONS 1, 2, 3, 4, 5, 8 for quality concerns  Vice President of |07/2012 | Oversees daily operations of Ocala, FL and Dyersburg, Operations TN facilities (e.g. lab production: facility management; vendor management; evaluation, documentation, and     investigation of complaints).  Please refer to OBSERVATIONS 2, 5 & 8 for quality concerns.  ",2,0.9909285306930542
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"You compound drugs that are essentially a copy of one or more approved drugs within the meaning of sections 503B(a)(5) and 503B(d)().  Specifically, your firm compound drug products that:  (a) are identical or nearly identical to an approved drug that is not on the drug shortage list in effect under section 506E at the time of compounding, distribution, and dispensing; or  (b) are not identical or nearly identical to an approved drug but contain a bulk drug substance that is also a component of an approved drug, and for which there is no change that produces for an individual patient a clinical difference, as determined by the prescribing practitioner, between the compounded drug and the comparable  approved drug.  Examples of compounded drug products that are essentially a copy of one or more approved drugs include: e Testosterone 12.5 mg Pellets  Testosterone 37.5 mg Pellets Testosterone 50 mg Pellets  Testosterone 62.5 mg Pellets Testosterone 87.5 mg Pellets Testosterone 100 mg Pellets Progesterone 50 mg Pellets  Progesterone 100 mg Pellets  ",2,0.9865859746932983
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"Your outsourcing facility has not submitted an adverse event report to FDA in accordance with the content and format requirements established through guidance or regulation under 21 CFR 310.305 as required by section 503B(b)(S).  Specifically, on 07/15/2019, your firm received an Adverse Event, ADR-TN 2019-001, for Estradiol 6 mg, Testosterone 37.5 mg, and Testosterone 100 mg pellets, for a patient that was hospitalized and tested positive for sepsis. However, this was not reported to FDA until 02/21/2020.  The Adverse Event Report was not reported to FDA within 15 calendar days after first receiving information about the adverse event.  Please refer to ",18,0.22528445720672607
43,1338,"Wells Pharmacy, Inc ",2021-01-28,3011761321,483,Tennessee,Outsourcing Facility,2021-03-31,NaN,/media/147184/download,https://www.fda.gov/media/147184/download,WellsPharmacy508ed_0,"Wells Pharmacy, Ine     CIty STATE ZIP CODE, COUNTRY Dversburda, TN 38074-3655  ",490 Us Highway ol Byp N     TYPE ESTABLISHMENT INSPECTED  Outsourcing Facility  ,"Wells Pharmacy, Ine     CITY, STATE, ZIP CODE, COUNTRY  Dyersburg, TN 38024-3655  ","June P Page, Investigator Julius I Jones, Investigator  ",JIN  DATE(S) OF INSPEGTION 12/1/2020-1/28/2021+  ,"for additional details.  *DATES OF INSPECTION  12/01/2020(Tue), 12/02/2020(Wed), 12/03/2020(Thu), 12/04/2020(Fri), 12/07/2020(Mon), 12/08/2020(Tue), 12/09/2020(Wed), 12/10/2020(Thu), 12/11/2020(Fri), 12/14/2020(Mon), 12/15/2020(Tue), 12/16/2020(Wed), 12/17/2020(Thu), 12/18/2020(Fri), 12/21/2020(Mon), 12/22/2020(Tue), 12/23/2020(Wed), 12/24/2020(Thu), 12/25/2020(Fri), 12/28/2020(Mon), 12/29/2020(Tue), 12/30/2020(Wed), 12/31/2020(Thu), 1/01/2021(Fri), 1/04/2021(Mon), 1/05/2021(Tue), 1/06/2021(Wed), 1/07/2021(Thu), 1/08/2021 (Fri), 1/11/2021(Mon), 1/12/2021(Tue),  1/13/2021( Wed), 1/14/2021(Thu), 1/15/2021¢Fri), 1/18/2021(Mon), 1/19/2021(Tue), 1/20/2021(Wed),  1/21/2021(Thu), 1/22/2021(Fri), 1/25/2021(Mon), 1/26/2021(Tue), 1/27/2021(Wed), 1/28/2021(Thu)  ",3,0.879021942615509
44,1344, Fresenius Kabi USA LLC,2020-05-18,1450022,483,Illinois,Drug Manufacturer,2021-01-29,NaN,/media/145539/download,https://www.fda.gov/media/145539/download,Fresenius508ed_0,"PiVvuliittto Navi Ys sit CITY, STATE, ZIP CODE, COUNTRY  Melrose Park, IL 60160-1112     ",TYPE ESTABLISHMENT INSPECTED Drug Manufacturer  ,"CITY. STATE, ZIP CODE, COUNTRY  Melrose Park, IL 60160-1112     ","Brian D Nicholson, Investigator Michele L Glendenning, Investigator  ",iN DATE(S) OF INSPECTION  4/30/2020-5/18/2020*  ,"The responsibilities and procedures applicable to the quality control unit are not in writing and fully followed.  Specifically, On 4/21/2020 the firm updated their Master Batch Record (MBR) to change the tubing used during the manufacture of Ketorolac Tromethamine Injection, USP to (b) (4) tubing formulation ia part  under change notice CN-20-02348 as a result of Investigation 685634 for particulate matter observed in  several lots of Ketorolac Tromethamine Injection, USP. According to the investigation report 685634, “(b) (4) tubing is being replaced tubing *_ Investigation 685634 also indicates that these particulates were also forming . Product Code 160101 was approved per CN-20-02348 on  04/21/2020 and the change will be verified per Protocol PR-20-00697 (approved 04/22/2020)”. However, it should be noted that the firm’s investigation showed that these particulates were still forming and the firm continues to use (b) (4) tubing in their filling process the Ketorolac continues to make contact with the (64) tubing. The Quality Unit reviewed and approved change control CN-20-02348 and Protocol PR-20-00697 which did not include the replacement of the (b) (4) tubing              ",13,0.9895334243774414
